country,country_code,year,school_enrollment_secondary_female_rate
Africa Eastern and Southern,AFE,2015.0,39.6892509460449
Afghanistan,AFG,2015.0,37.8227882385254
Africa Western and Central,AFW,2015.0,40.3699607849121
Albania,ALB,2015.0,99.0993228142471
Andorra,AND,2015.0,90.8539199829102
Arab World,ARB,2015.0,64.5253677368164
Argentina,ARG,2015.0,111.491546630859
Armenia,ARM,2015.0,86.1423797607422
Antigua and Barbuda,ATG,2015.0,119.018043518066
Australia,AUS,2015.0,147.584396362305
Austria,AUT,2015.0,99.7147521972656
Burundi,BDI,2015.0,42.5848131340896
Belgium,BEL,2015.0,174.837173461914
Benin,BEN,2015.0,46.0378799438477
Burkina Faso,BFA,2015.0,31.3499100869596
Bangladesh,BGD,2015.0,62.5832710266113
Bulgaria,BGR,2015.0,101.624610900879
Bahrain,BHR,2015.0,100.792652804599
"Bahamas, The",BHS,2015.0,77.0907578997387
Bosnia and Herzegovina,BIH,2015.0,87.665657043457
Belarus,BLR,2015.0,102.211121335612
Belize,BLZ,2015.0,82.8789389276581
Bermuda,BMU,2015.0,92.7939910888672
Bolivia,BOL,2015.0,89.9740673277194
Brazil,BRA,2015.0,103.670433044434
Barbados,BRB,2015.0,109.521759033203
Brunei Darussalam,BRN,2015.0,95.8460998535156
Bhutan,BTN,2015.0,92.4895401000977
Canada,CAN,2015.0,112.104141235352
Central Europe and the Baltics,CEB,2015.0,101.608428955078
Switzerland,CHE,2015.0,102.201698303223
Chile,CHL,2015.0,101.253883361816
Cote d'Ivoire,CIV,2015.0,37.982068610823
Cameroon,CMR,2015.0,55.5473133749889
"Congo, Dem. Rep.",COD,2015.0,32.7438697814941
Colombia,COL,2015.0,101.232261657715
Cabo Verde,CPV,2015.0,105.428949752596
Costa Rica,CRI,2015.0,117.688652038574
Caribbean small states,CSS,2015.0,89.8365783691406
Cuba,CUB,2015.0,97.5443944674153
Cyprus,CYP,2015.0,99.2361526489258
Czechia,CZE,2015.0,105.372566223145
Germany,DEU,2015.0,99.435302734375
Dominica,DMA,2015.0,92.5211486816406
Denmark,DNK,2015.0,136.163803100586
Dominican Republic,DOM,2015.0,83.8323050910617
East Asia & Pacific (excluding high income),EAP,2015.0,86.6689224243164
Early-demographic dividend,EAR,2015.0,71.9440231323242
East Asia & Pacific,EAS,2015.0,88.283332824707
Europe & Central Asia (excluding high income),ECA,2015.0,98.3324584960938
Europe & Central Asia,ECS,2015.0,104.293327331543
Ecuador,ECU,2015.0,102.632553100586
Euro area,EMU,2015.0,107.714622497559
Eritrea,ERI,2015.0,41.9455795288086
Spain,ESP,2015.0,125.209602355957
Estonia,EST,2015.0,108.522552490234
Ethiopia,ETH,2015.0,33.3210265952712
European Union,EUU,2015.0,107.710403442383
Fragile and conflict affected situations,FCS,2015.0,41.4105987548828
Finland,FIN,2015.0,157.990310668945
Fiji,FJI,2015.0,89.4052671769281
France,FRA,2015.0,103.941093444824
United Kingdom,GBR,2015.0,128.079116821289
Georgia,GEO,2015.0,104.703674077125
Ghana,GHA,2015.0,64.5307806759859
Greece,GRC,2015.0,99.8590774536133
Grenada,GRD,2015.0,105.264378478664
Guatemala,GTM,2015.0,52.866427490626
High income,HIC,2015.0,104.697738647461
"Hong Kong SAR, China",HKG,2015.0,105.413190529876
Honduras,HND,2015.0,55.1216519478842
Heavily indebted poor countries (HIPC),HPC,2015.0,36.3251991271973
Croatia,HRV,2015.0,104.907768249512
Hungary,HUN,2015.0,104.925148010254
IBRD only,IBD,2015.0,84.4134674072266
IDA & IBRD total,IBT,2015.0,70.6143493652344
IDA total,IDA,2015.0,43.1467514038086
IDA blend,IDB,2015.0,41.6168518066406
Indonesia,IDN,2015.0,88.012649448813
IDA only,IDX,2015.0,43.8637504577637
India,IND,2015.0,74.3924407958984
Ireland,IRL,2015.0,118.652038574219
"Iran, Islamic Rep.",IRN,2015.0,80.8046798706055
Iceland,ISL,2015.0,120.264518737793
Israel,ISR,2015.0,98.7219314575195
Italy,ITA,2015.0,100.56990814209
Jamaica,JAM,2015.0,87.8180659010758
Japan,JPN,2015.0,101.829078674316
Kazakhstan,KAZ,2015.0,99.2999761450382
Kenya,KEN,2015.0,70.187444140127
Kyrgyz Republic,KGZ,2015.0,89.3803392348644
St. Kitts and Nevis,KNA,2015.0,115.620048522949
"Korea, Rep.",KOR,2015.0,98.3732299804688
Kuwait,KWT,2015.0,99.7793273925781
Latin America & Caribbean (excluding high income),LAC,2015.0,97.8051376342773
Lao PDR,LAO,2015.0,59.772232688381
Lebanon,LBN,2015.0,60.3778897955521
Liberia,LBR,2015.0,31.3665904998779
St. Lucia,LCA,2015.0,91.9546737670898
Latin America & Caribbean,LCN,2015.0,97.6465072631836
Least developed countries: UN classification,LDC,2015.0,41.3441314697266
Low income,LIC,2015.0,34.0883712768555
Liechtenstein,LIE,2015.0,101.72176361084
Sri Lanka,LKA,2015.0,97.2124296159383
Lower middle income,LMC,2015.0,63.3554496765137
Low & middle income,LMY,2015.0,70.3628463745117
Lesotho,LSO,2015.0,67.8270774378415
Late-demographic dividend,LTE,2015.0,92.0840072631836
Lithuania,LTU,2015.0,104.869941711426
Luxembourg,LUX,2015.0,106.386573791504
Latvia,LVA,2015.0,111.17414855957
"Macao SAR, China",MAC,2015.0,101.774647887324
Moldova,MDA,2015.0,105.821275331092
Madagascar,MDG,2015.0,36.2567596435547
Maldives,MDV,2015.0,80.7421762848119
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2015.0,53.8907585144043
Mexico,MEX,2015.0,104.495323181152
Marshall Islands,MHL,2015.0,87.4442319949012
Middle income,MIC,2015.0,75.4128112792969
North Macedonia,MKD,2015.0,84.5505599975586
Mali,MLI,2015.0,34.4988647258526
Malta,MLT,2015.0,98.229377746582
Montenegro,MNE,2015.0,92.0022735595703
Mozambique,MOZ,2015.0,32.985279083252
Mauritania,MRT,2015.0,28.8231465861958
Mauritius,MUS,2015.0,95.9186994275233
Malawi,MWI,2015.0,37.6379016435624
Malaysia,MYS,2015.0,87.3510665893555
North America,NAC,2015.0,99.368782043457
Namibia,NAM,2015.0,81.7415343444417
Niger,NER,2015.0,16.6576291122559
Nigeria,NGA,2015.0,41.8675918579102
Netherlands,NLD,2015.0,114.759147644043
Norway,NOR,2015.0,113.49649810791
Nepal,NPL,2015.0,70.6879119873047
New Zealand,NZL,2015.0,118.08772277832
OECD members,OED,2015.0,105.935737609863
Oman,OMN,2015.0,101.587336228658
Other small states,OSS,2015.0,70.2543182373047
Pakistan,PAK,2015.0,30.3251040463428
Panama,PAN,2015.0,79.0192337036133
Peru,PER,2015.0,98.0674209594727
Philippines,PHL,2015.0,85.5248692113886
Poland,POL,2015.0,107.555976867676
Pre-demographic dividend,PRE,2015.0,36.8539009094238
Puerto Rico (US),PRI,2015.0,99.7742919921875
"Korea, Dem. People's Rep.",PRK,2015.0,94.8986968994141
Portugal,PRT,2015.0,116.3916015625
West Bank and Gaza,PSE,2015.0,89.9287548247777
Pacific island small states,PSS,2015.0,74.3910293579102
Post-demographic dividend,PST,2015.0,105.723571777344
Qatar,QAT,2015.0,102.855682373047
Romania,ROU,2015.0,91.041862487793
Russian Federation,RUS,2015.0,95.5388063257807
Rwanda,RWA,2015.0,40.5258619158058
South Asia,SAS,2015.0,73.1828765869141
Saudi Arabia,SAU,2015.0,103.193475670071
Sudan,SDN,2015.0,42.1506309509277
Sierra Leone,SLE,2015.0,37.5164985656738
El Salvador,SLV,2015.0,72.0438162131663
Serbia,SRB,2015.0,97.9315490722656
Sub-Saharan Africa (excluding high income),SSA,2015.0,39.9736595153809
South Sudan,SSD,2015.0,8.0513801574707
Sub-Saharan Africa,SSF,2015.0,39.976261138916
Small states,SST,2015.0,73.7108535766602
Sao Tome and Principe,STP,2015.0,85.4740676879883
Suriname,SUR,2015.0,78.6041488647461
Slovak Republic,SVK,2015.0,92.5494537353516
Slovenia,SVN,2015.0,109.984649658203
Sweden,SWE,2015.0,146.889114379883
Eswatini,SWZ,2015.0,76.7041397094727
Seychelles,SYC,2015.0,94.5454545454545
Turks and Caicos Islands,TCA,2015.0,78.5111281657713
Chad,TCD,2015.0,13.880263310419
East Asia & Pacific (IDA & IBRD countries),TEA,2015.0,86.5495834350586
Europe & Central Asia (IDA & IBRD countries),TEC,2015.0,97.9764862060547
Thailand,THA,2015.0,121.944808959961
Latin America & the Caribbean (IDA & IBRD countries),TLA,2015.0,97.6419296264648
Timor-Leste,TLS,2015.0,75.7349709712488
Tonga,TON,2015.0,108.722566122679
South Asia (IDA & IBRD),TSA,2015.0,73.1828765869141
Sub-Saharan Africa (IDA & IBRD countries),TSS,2015.0,39.976261138916
Turkiye,TUR,2015.0,106.707969665527
Tuvalu,TUV,2015.0,96.6386566162109
Tanzania,TZA,2015.0,25.9106006622314
Ukraine,UKR,2015.0,89.8863449960325
Upper middle income,UMC,2015.0,93.5445327758789
United States,USA,2015.0,98.1735763549805
Uzbekistan,UZB,2015.0,91.938963197135
St. Vincent and the Grenadines,VCT,2015.0,116.049102783203
"Venezuela, RB",VEN,2015.0,92.9153289794922
British Virgin Islands,VGB,2015.0,99.1428571428571
Viet Nam,VNM,2015.0,83.8337492903167
Vanuatu,VUT,2015.0,56.5349197387695
World,WLD,2015.0,74.425422668457
Samoa,WSM,2015.0,91.2186009453888
South Africa,ZAF,2015.0,104.541397395068
Africa Eastern and Southern,AFE,2016.0,40.2670402526855
Afghanistan,AFG,2016.0,38.5832786560059
Africa Western and Central,AFW,2016.0,39.0918617248535
Angola,AGO,2016.0,42.9851256990708
Albania,ALB,2016.0,96.6560853943559
Andorra,AND,2016.0,95.5604400634766
Arab World,ARB,2016.0,64.8255615234375
Argentina,ARG,2016.0,112.874443054199
Australia,AUS,2016.0,144.401290893555
Austria,AUT,2016.0,99.1238174438477
Burundi,BDI,2016.0,47.4670778135604
Belgium,BEL,2016.0,170.400466918945
Benin,BEN,2016.0,47.7052116394043
Burkina Faso,BFA,2016.0,33.8377858408122
Bangladesh,BGD,2016.0,66.9120125277375
Bulgaria,BGR,2016.0,100.93839263916
Bahrain,BHR,2016.0,100.962353094519
"Bahamas, The",BHS,2016.0,86.5407818532819
Bosnia and Herzegovina,BIH,2016.0,85.0680236816406
Belarus,BLR,2016.0,102.01233919664
Belize,BLZ,2016.0,88.9483912761822
Bolivia,BOL,2016.0,89.7963617272291
Brazil,BRA,2016.0,104.728561401367
Barbados,BRB,2016.0,109.759788513184
Brunei Darussalam,BRN,2016.0,93.33837890625
Bhutan,BTN,2016.0,93.3539505004883
Central African Republic,CAF,2016.0,11.0433397293091
Canada,CAN,2016.0,111.972282409668
Central Europe and the Baltics,CEB,2016.0,100.713256835938
Switzerland,CHE,2016.0,102.22403717041
Chile,CHL,2016.0,101.831230163574
Cote d'Ivoire,CIV,2016.0,40.5872787120579
Cameroon,CMR,2016.0,56.4790090222202
Colombia,COL,2016.0,101.674926757812
Cabo Verde,CPV,2016.0,107.346835625835
Costa Rica,CRI,2016.0,120.720222473145
Caribbean small states,CSS,2016.0,91.5283126831055
Cuba,CUB,2016.0,99.2363989742163
Cyprus,CYP,2016.0,99.3960037231445
Czechia,CZE,2016.0,103.56421661377
Germany,DEU,2016.0,98.584228515625
Denmark,DNK,2016.0,132.793762207031
Dominican Republic,DOM,2016.0,83.7006235554531
East Asia & Pacific (excluding high income),EAP,2016.0,86.1764984130859
Early-demographic dividend,EAR,2016.0,73.3005599975586
East Asia & Pacific,EAS,2016.0,87.7668609619141
Europe & Central Asia (excluding high income),ECA,2016.0,98.6367492675781
Europe & Central Asia,ECS,2016.0,104.06916809082
Ecuador,ECU,2016.0,99.4637598671025
"Egypt, Arab Rep.",EGY,2016.0,74.7882619375541
Euro area,EMU,2016.0,107.162811279297
Spain,ESP,2016.0,124.175399780273
Estonia,EST,2016.0,112.33544921875
European Union,EUU,2016.0,107.008682250977
Fragile and conflict affected situations,FCS,2016.0,40.9391899108887
Finland,FIN,2016.0,159.691635131836
Fiji,FJI,2016.0,90.7946273675174
France,FRA,2016.0,103.741958618164
Georgia,GEO,2016.0,105.340707282856
Ghana,GHA,2016.0,65.3783920673892
Gibraltar,GIB,2016.0,131.354838709677
Greece,GRC,2016.0,100.793319702148
Grenada,GRD,2016.0,107.677725118483
Guatemala,GTM,2016.0,52.5401757423553
High income,HIC,2016.0,104.505218505859
"Hong Kong SAR, China",HKG,2016.0,105.614832535885
Honduras,HND,2016.0,55.2523310583486
Heavily indebted poor countries (HIPC),HPC,2016.0,36.8096504211426
Croatia,HRV,2016.0,105.486587524414
Hungary,HUN,2016.0,103.420066833496
IBRD only,IBD,2016.0,84.9050216674805
IDA & IBRD total,IBT,2016.0,70.935188293457
IDA total,IDA,2016.0,43.7213706970215
IDA blend,IDB,2016.0,40.9479103088379
Indonesia,IDN,2016.0,89.0999579586062
IDA only,IDX,2016.0,45.1659812927246
India,IND,2016.0,75.823371887207
Ireland,IRL,2016.0,118.613380432129
"Iran, Islamic Rep.",IRN,2016.0,82.1195220947266
Iceland,ISL,2016.0,116.968399047852
Israel,ISR,2016.0,99.7816162109375
Italy,ITA,2016.0,100.321586608887
Jamaica,JAM,2016.0,89.5799290253363
Japan,JPN,2016.0,101.40486907959
Kazakhstan,KAZ,2016.0,98.0107832338107
Kenya,KEN,2016.0,73.1205739030308
Kyrgyz Republic,KGZ,2016.0,90.2972623073403
St. Kitts and Nevis,KNA,2016.0,118.171806335449
"Korea, Rep.",KOR,2016.0,98.453483581543
Latin America & Caribbean (excluding high income),LAC,2016.0,98.8219528198242
Lao PDR,LAO,2016.0,62.2666985609989
Lebanon,LBN,2016.0,62.351438954916
St. Lucia,LCA,2016.0,91.5551681518555
Latin America & Caribbean,LCN,2016.0,98.4324188232422
Least developed countries: UN classification,LDC,2016.0,42.847599029541
Low income,LIC,2016.0,34.5961303710938
Liechtenstein,LIE,2016.0,101.906776428223
Sri Lanka,LKA,2016.0,96.5253510453528
Lower middle income,LMC,2016.0,64.3369522094727
Low & middle income,LMY,2016.0,70.7101593017578
Lesotho,LSO,2016.0,65.0972290039062
Late-demographic dividend,LTE,2016.0,91.4169616699219
Lithuania,LTU,2016.0,104.289833068848
Luxembourg,LUX,2016.0,107.912910461426
Latvia,LVA,2016.0,110.434066772461
"Macao SAR, China",MAC,2016.0,101.977941176471
Monaco,MCO,2016.0,151.901138305664
Moldova,MDA,2016.0,106.359346502359
Madagascar,MDG,2016.0,36.2822418212891
Maldives,MDV,2016.0,78.7856349500185
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2016.0,54.9065208435059
Mexico,MEX,2016.0,106.824447631836
Marshall Islands,MHL,2016.0,89.3410852713178
Middle income,MIC,2016.0,75.8613662719727
Mali,MLI,2016.0,34.1917935715776
Malta,MLT,2016.0,96.0018768310547
Myanmar,MMR,2016.0,72.2770767211914
Montenegro,MNE,2016.0,90.6202926635742
Mauritania,MRT,2016.0,30.5243563459821
Mauritius,MUS,2016.0,96.6578558308319
Malawi,MWI,2016.0,35.6916809082031
Malaysia,MYS,2016.0,84.7308502197266
North America,NAC,2016.0,99.6349105834961
Namibia,NAM,2016.0,82.4628831856333
Niger,NER,2016.0,19.4438558469203
Nigeria,NGA,2016.0,37.2762603759766
Netherlands,NLD,2016.0,113.61457824707
Norway,NOR,2016.0,114.915069580078
Nepal,NPL,2016.0,73.9553375244141
Nauru,NRU,2016.0,79.6178283691406
New Zealand,NZL,2016.0,117.256340026855
OECD members,OED,2016.0,106.198120117188
Oman,OMN,2016.0,100.638573236813
Other small states,OSS,2016.0,71.1938934326172
Pakistan,PAK,2016.0,31.73991038953
Panama,PAN,2016.0,84.1366882324219
Peru,PER,2016.0,100.164909362793
Philippines,PHL,2016.0,86.0883666592253
Poland,POL,2016.0,107.49730682373
Pre-demographic dividend,PRE,2016.0,36.6112899780273
Puerto Rico (US),PRI,2016.0,87.7187728881836
Portugal,PRT,2016.0,115.198280334473
Paraguay,PRY,2016.0,84.2714777594267
West Bank and Gaza,PSE,2016.0,90.2320188949519
Pacific island small states,PSS,2016.0,74.3553085327148
Post-demographic dividend,PST,2016.0,105.410469055176
Qatar,QAT,2016.0,101.471275105091
Romania,ROU,2016.0,88.5227890014648
Russian Federation,RUS,2016.0,95.5642562629198
Rwanda,RWA,2016.0,39.8630035289782
South Asia,SAS,2016.0,74.9855804443359
Saudi Arabia,SAU,2016.0,106.195082803448
Sudan,SDN,2016.0,40.467399597168
Singapore,SGP,2016.0,107.364959262144
Sierra Leone,SLE,2016.0,40.7735595703125
El Salvador,SLV,2016.0,69.2825794984198
Serbia,SRB,2016.0,97.4025421142578
Sub-Saharan Africa (excluding high income),SSA,2016.0,39.7671089172363
Sub-Saharan Africa,SSF,2016.0,39.7697906494141
Small states,SST,2016.0,74.6144866943359
Sao Tome and Principe,STP,2016.0,87.7800827026367
Suriname,SUR,2016.0,84.818447575667
Slovak Republic,SVK,2016.0,92.0748672485352
Slovenia,SVN,2016.0,116.400497436523
Sweden,SWE,2016.0,145.599060058594
Eswatini,SWZ,2016.0,82.1736533366008
Seychelles,SYC,2016.0,101.458499071864
Turks and Caicos Islands,TCA,2016.0,69.2889561270802
Chad,TCD,2016.0,14.2798381653045
East Asia & Pacific (IDA & IBRD countries),TEA,2016.0,86.0514678955078
Europe & Central Asia (IDA & IBRD countries),TEC,2016.0,98.0270080566406
Thailand,THA,2016.0,122.222442626953
Latin America & the Caribbean (IDA & IBRD countries),TLA,2016.0,98.4624328613281
Timor-Leste,TLS,2016.0,80.4793824903514
South Asia (IDA & IBRD),TSA,2016.0,74.9855804443359
Sub-Saharan Africa (IDA & IBRD countries),TSS,2016.0,39.7697906494141
Tunisia,TUN,2016.0,95.4877166748047
Turkiye,TUR,2016.0,108.04418182373
Tuvalu,TUV,2016.0,85.5491333007812
Tanzania,TZA,2016.0,25.6934364827346
Ukraine,UKR,2016.0,88.2942638037531
Upper middle income,UMC,2016.0,93.4494018554688
United States,USA,2016.0,98.4747085571289
Uzbekistan,UZB,2016.0,92.4681516255333
"Venezuela, RB",VEN,2016.0,89.12158203125
British Virgin Islands,VGB,2016.0,98.3240223463687
Viet Nam,VNM,2016.0,86.3064277183873
World,WLD,2016.0,74.671012878418
Samoa,WSM,2016.0,91.1509944232257
"Yemen, Rep.",YEM,2016.0,36.8241691589355
South Africa,ZAF,2016.0,109.660301208496
Africa Eastern and Southern,AFE,2017.0,40.8391418457031
Afghanistan,AFG,2017.0,39.937858581543
Africa Western and Central,AFW,2017.0,39.740650177002
Albania,ALB,2017.0,94.9233468518998
Andorra,AND,2017.0,95.4148483276367
Arab World,ARB,2017.0,65.4355316162109
Argentina,ARG,2017.0,113.530090332031
Antigua and Barbuda,ATG,2017.0,115.81339263916
Australia,AUS,2017.0,144.534530639648
Austria,AUT,2017.0,98.8336181640625
Burundi,BDI,2017.0,49.4867506946943
Belgium,BEL,2017.0,168.216491699219
Burkina Faso,BFA,2017.0,36.4337512769058
Bangladesh,BGD,2017.0,66.8206080291299
Bulgaria,BGR,2017.0,101.615371704102
Bahrain,BHR,2017.0,101.66381888082
"Bahamas, The",BHS,2017.0,94.6372239747634
Bosnia and Herzegovina,BIH,2017.0,85.6158828735352
Belarus,BLR,2017.0,101.583542654067
Belize,BLZ,2017.0,87.3819122314453
Bolivia,BOL,2017.0,88.5199336270253
Brazil,BRA,2017.0,104.489143371582
Barbados,BRB,2017.0,110.261192321777
Brunei Darussalam,BRN,2017.0,91.7844619750977
Bhutan,BTN,2017.0,93.6836013793945
Central African Republic,CAF,2017.0,12.7931003570557
Canada,CAN,2017.0,112.20565032959
Central Europe and the Baltics,CEB,2017.0,100.939628601074
Switzerland,CHE,2017.0,102.139213562012
Chile,CHL,2017.0,102.539222717285
Cote d'Ivoire,CIV,2017.0,43.9337901584799
Colombia,COL,2017.0,102.081871032715
Comoros,COM,2017.0,59.3382174230061
Cabo Verde,CPV,2017.0,108.513703183866
Costa Rica,CRI,2017.0,125.053909301758
Caribbean small states,CSS,2017.0,90.4940338134766
Cuba,CUB,2017.0,99.8315436409602
Cyprus,CYP,2017.0,99.9665832519531
Czechia,CZE,2017.0,102.751281738281
Germany,DEU,2017.0,98.1771011352539
Denmark,DNK,2017.0,130.848114013672
Dominican Republic,DOM,2017.0,83.2663415112375
East Asia & Pacific (excluding high income),EAP,2017.0,86.3374404907227
Early-demographic dividend,EAR,2017.0,72.9086227416992
East Asia & Pacific,EAS,2017.0,87.9111175537109
Europe & Central Asia (excluding high income),ECA,2017.0,99.5105667114258
Europe & Central Asia,ECS,2017.0,104.589317321777
Ecuador,ECU,2017.0,97.4745655657693
"Egypt, Arab Rep.",EGY,2017.0,75.3094821649971
Euro area,EMU,2017.0,107.24112701416
Eritrea,ERI,2017.0,42.0257682800293
Spain,ESP,2017.0,122.132362365723
Estonia,EST,2017.0,114.632881164551
European Union,EUU,2017.0,107.164947509766
Fragile and conflict affected situations,FCS,2017.0,41.7020301818848
Finland,FIN,2017.0,161.339553833008
France,FRA,2017.0,104.159187316895
United Kingdom,GBR,2017.0,127.764511108398
Georgia,GEO,2017.0,106.843781110901
Ghana,GHA,2017.0,64.9647509332356
Gibraltar,GIB,2017.0,130.694275274056
Greece,GRC,2017.0,101.863510131836
Grenada,GRD,2017.0,106.911551474142
Guatemala,GTM,2017.0,52.2652133739495
High income,HIC,2017.0,104.842407226562
"Hong Kong SAR, China",HKG,2017.0,104.087170042971
Honduras,HND,2017.0,54.7623596191406
Heavily indebted poor countries (HIPC),HPC,2017.0,37.3247604370117
Croatia,HRV,2017.0,106.282768249512
Hungary,HUN,2017.0,104.089332580566
IBRD only,IBD,2017.0,84.423942565918
IDA & IBRD total,IBT,2017.0,70.6176300048828
IDA total,IDA,2017.0,44.1494102478027
IDA blend,IDB,2017.0,41.1503791809082
Indonesia,IDN,2017.0,91.8476348896733
IDA only,IDX,2017.0,45.7906684875488
India,IND,2017.0,74.2236328125
Ireland,IRL,2017.0,123.970291137695
"Iran, Islamic Rep.",IRN,2017.0,81.7238006591797
Iceland,ISL,2017.0,114.679817199707
Israel,ISR,2017.0,98.5735092163086
Italy,ITA,2017.0,100.285293579102
Jamaica,JAM,2017.0,86.0544417661238
Jordan,JOR,2017.0,91.5137035572558
Japan,JPN,2017.0,100.593452453613
Kazakhstan,KAZ,2017.0,96.6959328368217
Kyrgyz Republic,KGZ,2017.0,89.7482653344435
Cambodia,KHM,2017.0,51.2054747282757
St. Kitts and Nevis,KNA,2017.0,120.649651972158
"Korea, Rep.",KOR,2017.0,98.7714462280273
Latin America & Caribbean (excluding high income),LAC,2017.0,99.1099166870117
Lao PDR,LAO,2017.0,63.5469120681911
Lebanon,LBN,2017.0,66.1201281851679
St. Lucia,LCA,2017.0,90.8347015380859
Latin America & Caribbean,LCN,2017.0,98.6545333862305
Least developed countries: UN classification,LDC,2017.0,43.5300102233887
Low income,LIC,2017.0,35.3164710998535
Liechtenstein,LIE,2017.0,105.065116882324
Sri Lanka,LKA,2017.0,97.5062635264586
Lower middle income,LMC,2017.0,63.751091003418
Low & middle income,LMY,2017.0,70.3994216918945
Lesotho,LSO,2017.0,68.1387518596821
Late-demographic dividend,LTE,2017.0,91.2339096069336
Lithuania,LTU,2017.0,105.108963012695
Luxembourg,LUX,2017.0,108.230567932129
Latvia,LVA,2017.0,110.162521362305
"Macao SAR, China",MAC,2017.0,98.5185185185185
Morocco,MAR,2017.0,74.2546979867675
Moldova,MDA,2017.0,94.1081275473507
Madagascar,MDG,2017.0,35.2360569008275
Maldives,MDV,2017.0,79.1508430806623
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2017.0,55.0110015869141
Mexico,MEX,2017.0,109.083389282227
Middle income,MIC,2017.0,75.5017318725586
North Macedonia,MKD,2017.0,83.6312866210938
Mali,MLI,2017.0,34.447973185326
Malta,MLT,2017.0,101.760231018066
Myanmar,MMR,2017.0,77.0976104736328
Montenegro,MNE,2017.0,90.5475234985352
Mozambique,MOZ,2017.0,35.2994499206543
Mauritania,MRT,2017.0,30.7430804973383
Mauritius,MUS,2017.0,95.6264935299157
Malawi,MWI,2017.0,39.0289251751713
Malaysia,MYS,2017.0,83.2714004516602
North America,NAC,2017.0,99.8584365844727
Namibia,NAM,2017.0,82.9187287944073
Niger,NER,2017.0,20.3042793946679
Netherlands,NLD,2017.0,115.796371459961
Norway,NOR,2017.0,115.061729431152
Nepal,NPL,2017.0,77.7481231689453
New Zealand,NZL,2017.0,116.713752746582
OECD members,OED,2017.0,106.952301025391
Oman,OMN,2017.0,101.150822367266
Other small states,OSS,2017.0,72.4134902954102
Pakistan,PAK,2017.0,31.2563221783058
Panama,PAN,2017.0,79.0785217285156
Peru,PER,2017.0,99.50537109375
Philippines,PHL,2017.0,84.2528228759766
Poland,POL,2017.0,108.001609802246
Pre-demographic dividend,PRE,2017.0,37.5345191955566
Portugal,PRT,2017.0,117.064079284668
West Bank and Gaza,PSE,2017.0,91.1514747935572
Pacific island small states,PSS,2017.0,74.5658721923828
Post-demographic dividend,PST,2017.0,105.532516479492
Qatar,QAT,2017.0,102.250071204785
Romania,ROU,2017.0,88.4959869384766
Russian Federation,RUS,2017.0,96.9046880348653
Rwanda,RWA,2017.0,41.5758285639592
South Asia,SAS,2017.0,73.732780456543
Saudi Arabia,SAU,2017.0,107.213197631228
Sudan,SDN,2017.0,43.3027687072754
Singapore,SGP,2017.0,106.88839463636
Sierra Leone,SLE,2017.0,41.1011695861816
El Salvador,SLV,2017.0,66.9212075557367
Serbia,SRB,2017.0,95.9280700683594
Sub-Saharan Africa (excluding high income),SSA,2017.0,40.3692207336426
Sub-Saharan Africa,SSF,2017.0,40.371768951416
Small states,SST,2017.0,75.3346328735352
Sao Tome and Principe,STP,2017.0,95.1290435791016
Slovak Republic,SVK,2017.0,91.9410705566406
Slovenia,SVN,2017.0,115.774978637695
Sweden,SWE,2017.0,148.528549194336
Seychelles,SYC,2017.0,113.519952352591
Turks and Caicos Islands,TCA,2017.0,80.772142316427
Chad,TCD,2017.0,14.0123630025093
East Asia & Pacific (IDA & IBRD countries),TEA,2017.0,86.2188720703125
Europe & Central Asia (IDA & IBRD countries),TEC,2017.0,98.9324569702148
Togo,TGO,2017.0,51.5055745468098
Thailand,THA,2017.0,86.0704322494438
Latin America & the Caribbean (IDA & IBRD countries),TLA,2017.0,98.6692733764648
Timor-Leste,TLS,2017.0,84.7672794199171
South Asia (IDA & IBRD),TSA,2017.0,73.732780456543
Sub-Saharan Africa (IDA & IBRD countries),TSS,2017.0,40.371768951416
Turkiye,TUR,2017.0,110.961929321289
Tanzania,TZA,2017.0,26.6423516825531
Ukraine,UKR,2017.0,86.8121857927259
Upper middle income,UMC,2017.0,93.6901931762695
Uruguay,URY,2017.0,122.787338256836
United States,USA,2017.0,98.695556640625
Uzbekistan,UZB,2017.0,93.5591792866064
"Venezuela, RB",VEN,2017.0,87.9344787597656
British Virgin Islands,VGB,2017.0,91.5360501567398
Viet Nam,VNM,2017.0,87.6304773371075
World,WLD,2017.0,74.3800277709961
South Africa,ZAF,2017.0,110.607490539551
Aruba,ABW,2018.0,143.72492980957
Africa Eastern and Southern,AFE,2018.0,41.1385498046875
Afghanistan,AFG,2018.0,41.3507118225098
Africa Western and Central,AFW,2018.0,40.4764213562012
Albania,ALB,2018.0,95.8495450622985
Andorra,AND,2018.0,97.8036804199219
Arab World,ARB,2018.0,65.6868133544922
United Arab Emirates,ARE,2018.0,100.131416320801
Argentina,ARG,2018.0,112.869537353516
Armenia,ARM,2018.0,82.6929233518222
Antigua and Barbuda,ATG,2018.0,119.61092376709
Australia,AUS,2018.0,132.354217529297
Austria,AUT,2018.0,98.9431686401367
Azerbaijan,AZE,2018.0,108.65273695473
Burundi,BDI,2018.0,48.9246508069948
Belgium,BEL,2018.0,165.985092163086
