country,country_code,year,female_labor_force_participation_rate
Malaysia,MYS,2020.0,51.371
North America,NAC,2020.0,56.0969854796262
Namibia,NAM,2020.0,52.45
New Caledonia,NCL,2020.0,53.377
Niger,NER,2020.0,63.669
Nigeria,NGA,2020.0,74.894
Nicaragua,NIC,2020.0,48.119
Netherlands,NLD,2020.0,61.776
Norway,NOR,2020.0,62.481
Nepal,NPL,2020.0,27.209
New Zealand,NZL,2020.0,64.693
OECD members,OED,2020.0,51.2721210114583
Oman,OMN,2020.0,29.074
Other small states,OSS,2020.0,49.1818850081748
Pakistan,PAK,2020.0,23.406
Panama,PAN,2020.0,55.932
Peru,PER,2020.0,59.864
Philippines,PHL,2020.0,42.675
Papua New Guinea,PNG,2020.0,49.809
Poland,POL,2020.0,49.333
Pre-demographic dividend,PRE,2020.0,59.425344537666
Puerto Rico (US),PRI,2020.0,33.797
"Korea, Dem. People's Rep.",PRK,2020.0,76.306
Portugal,PRT,2020.0,53.157
Paraguay,PRY,2020.0,57.105
West Bank and Gaza,PSE,2020.0,16.431
Pacific island small states,PSS,2020.0,52.1253967670527
Post-demographic dividend,PST,2020.0,53.5465659460815
French Polynesia,PYF,2020.0,48.347
Qatar,QAT,2020.0,59.452
Romania,ROU,2020.0,42.742
Russian Federation,RUS,2020.0,54.63
Rwanda,RWA,2020.0,56.652
South Asia,SAS,2020.0,27.6197298280335
Saudi Arabia,SAU,2020.0,29.308
Sudan,SDN,2020.0,17.008
Senegal,SEN,2020.0,37.075
Singapore,SGP,2020.0,61.72
Solomon Islands,SLB,2020.0,81.602
Sierra Leone,SLE,2020.0,51.093
El Salvador,SLV,2020.0,43.207
"Somalia, Fed. Rep.",SOM,2020.0,20.892
Serbia,SRB,2020.0,46.159
Sub-Saharan Africa (excluding high income),SSA,2020.0,61.6198288605622
South Sudan,SSD,2020.0,70.996
Sub-Saharan Africa,SSF,2020.0,61.3785809186593
Small states,SST,2020.0,49.3873225613268
Sao Tome and Principe,STP,2020.0,22.649
Suriname,SUR,2020.0,42.93
Slovak Republic,SVK,2020.0,51.796
Slovenia,SVN,2020.0,53.105
Sweden,SWE,2020.0,60.587
Eswatini,SWZ,2020.0,46.452
Syrian Arab Republic,SYR,2020.0,12.668
Chad,TCD,2020.0,48.067
East Asia & Pacific (IDA & IBRD countries),TEA,2020.0,58.1044101873648
Europe & Central Asia (IDA & IBRD countries),TEC,2020.0,47.3108079941856
Togo,TGO,2020.0,55.335
Thailand,THA,2020.0,59.106
Tajikistan,TJK,2020.0,20.487
Turkmenistan,TKM,2020.0,37.61
Latin America & the Caribbean (IDA & IBRD countries),TLA,2020.0,48.1513843569585
Timor-Leste,TLS,2020.0,60.457
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2020.0,17.4593515315983
Tonga,TON,2020.0,42.28
South Asia (IDA & IBRD),TSA,2020.0,27.6197298280335
Sub-Saharan Africa (IDA & IBRD countries),TSS,2020.0,61.3785809186593
Trinidad and Tobago,TTO,2020.0,49.325
Tunisia,TUN,2020.0,26.274
Turkiye,TUR,2020.0,30.83
Tanzania,TZA,2020.0,79.344
Uganda,UGA,2020.0,73.976
Ukraine,UKR,2020.0,48.1
Upper middle income,UMC,2020.0,52.5620509578467
Uruguay,URY,2020.0,54.231
United States,USA,2020.0,55.704
Uzbekistan,UZB,2020.0,39.097
St. Vincent and the Grenadines,VCT,2020.0,56.109
"Venezuela, RB",VEN,2020.0,36.887
Virgin Islands (U.S.),VIR,2020.0,50.614
Viet Nam,VNM,2020.0,69.095
Vanuatu,VUT,2020.0,53.445
World,WLD,2020.0,46.9801551174139
Samoa,WSM,2020.0,35.207
"Yemen, Rep.",YEM,2020.0,4.899
South Africa,ZAF,2020.0,44.148
Zambia,ZMB,2020.0,54.406
Zimbabwe,ZWE,2020.0,59.43
Africa Eastern and Southern,AFE,2021.0,59.4544572511058
Afghanistan,AFG,2021.0,14.616
Africa Western and Central,AFW,2021.0,65.0587604739967
Angola,AGO,2021.0,74.695
Albania,ALB,2021.0,52.523
Arab World,ARB,2021.0,17.8515695449822
United Arab Emirates,ARE,2021.0,50.452
Argentina,ARG,2021.0,50.26
Armenia,ARM,2021.0,55.118
Australia,AUS,2021.0,61.516
Austria,AUT,2021.0,55.35
Azerbaijan,AZE,2021.0,61.174
Burundi,BDI,2021.0,80.488
Belgium,BEL,2021.0,49.367
Benin,BEN,2021.0,74.754
Burkina Faso,BFA,2021.0,67.668
Bangladesh,BGD,2021.0,42.181
Bulgaria,BGR,2021.0,49.193
Bahrain,BHR,2021.0,41.196
"Bahamas, The",BHS,2021.0,66.863
Bosnia and Herzegovina,BIH,2021.0,37.416
Belarus,BLR,2021.0,58.024
Belize,BLZ,2021.0,46.813
Bolivia,BOL,2021.0,71.057
Brazil,BRA,2021.0,52.482
Barbados,BRB,2021.0,58.963
Brunei Darussalam,BRN,2021.0,54.791
Bhutan,BTN,2021.0,64.902
Botswana,BWA,2021.0,58.943
Central African Republic,CAF,2021.0,64.799
Canada,CAN,2021.0,60.634
Central Europe and the Baltics,CEB,2021.0,49.8629579860181
Switzerland,CHE,2021.0,62.631
Channel Islands,CHI,2021.0,50.885
Chile,CHL,2021.0,46.579
China,CHN,2021.0,61.182
Cote d'Ivoire,CIV,2021.0,57.846
Cameroon,CMR,2021.0,57.093
"Congo, Dem. Rep.",COD,2021.0,60.48
"Congo, Rep.",COG,2021.0,64.018
Colombia,COL,2021.0,51.679
Comoros,COM,2021.0,47.073
Cabo Verde,CPV,2021.0,47.643
Costa Rica,CRI,2021.0,50.251
Caribbean small states,CSS,2021.0,49.7816508942659
Cuba,CUB,2021.0,42.429
Cyprus,CYP,2021.0,59.534
Czechia,CZE,2021.0,51.555
Germany,DEU,2021.0,55.018
Djibouti,DJI,2021.0,18.537
Denmark,DNK,2021.0,58.161
Dominican Republic,DOM,2021.0,51.06
Algeria,DZA,2021.0,13.433
East Asia & Pacific (excluding high income),EAP,2021.0,59.1581022772559
Early-demographic dividend,EAR,2021.0,34.6112771644715
East Asia & Pacific,EAS,2021.0,58.6332731427544
Europe & Central Asia (excluding high income),ECA,2021.0,43.087070587688
Europe & Central Asia,ECS,2021.0,50.3583974435498
Ecuador,ECU,2021.0,53.63
"Egypt, Arab Rep.",EGY,2021.0,15.59
Euro area,EMU,2021.0,51.0355798004986
Eritrea,ERI,2021.0,72.622
Spain,ESP,2021.0,52.177
Estonia,EST,2021.0,57.777
Ethiopia,ETH,2021.0,57.555
European Union,EUU,2021.0,50.9889401157023
Fragile and conflict affected situations,FCS,2021.0,50.8025391394096
Finland,FIN,2021.0,55.927
Fiji,FJI,2021.0,36.55
France,FRA,2021.0,51.605
Gabon,GAB,2021.0,39.763
United Kingdom,GBR,2021.0,58.02
Georgia,GEO,2021.0,53.055
Ghana,GHA,2021.0,56.85
Guinea,GIN,2021.0,41.989
"Gambia, The",GMB,2021.0,44.967
Guinea-Bissau,GNB,2021.0,58.375
Equatorial Guinea,GNQ,2021.0,50.951
Greece,GRC,2021.0,43.261
Guatemala,GTM,2021.0,42.496
Guam,GUM,2021.0,54.128
Guyana,GUY,2021.0,40.752
High income,HIC,2021.0,53.5717057317729
"Hong Kong SAR, China",HKG,2021.0,53.718
Honduras,HND,2021.0,48.071
Heavily indebted poor countries (HIPC),HPC,2021.0,57.0016757462526
Croatia,HRV,2021.0,45.869
Haiti,HTI,2021.0,62.099
Hungary,HUN,2021.0,52.211
IBRD only,IBD,2021.0,45.6959224899519
IDA & IBRD total,IBT,2021.0,46.624988909877
IDA total,IDA,2021.0,49.7325854938438
IDA blend,IDB,2021.0,50.0770691221338
Indonesia,IDN,2021.0,52.069
IDA only,IDX,2021.0,49.554350559108
India,IND,2021.0,27.724
Ireland,IRL,2021.0,57.851
"Iran, Islamic Rep.",IRN,2021.0,13.086
Iraq,IRQ,2021.0,10.902
Iceland,ISL,2021.0,69.148
Israel,ISR,2021.0,59.696
Italy,ITA,2021.0,39.884
Jamaica,JAM,2021.0,58.395
Jordan,JOR,2021.0,13.964
Japan,JPN,2021.0,53.46
Kazakhstan,KAZ,2021.0,64.068
Kenya,KEN,2021.0,62.668
Kyrgyz Republic,KGZ,2021.0,43.997
Cambodia,KHM,2021.0,73.711
"Korea, Rep.",KOR,2021.0,53.65
Kuwait,KWT,2021.0,47.507
Latin America & Caribbean (excluding high income),LAC,2021.0,51.1579741460821
Lao PDR,LAO,2021.0,60.323
Lebanon,LBN,2021.0,23.882
Liberia,LBR,2021.0,71.703
Libya,LBY,2021.0,31.353
St. Lucia,LCA,2021.0,60.375
Latin America & Caribbean,LCN,2021.0,50.3522034147235
Least developed countries: UN classification,LDC,2021.0,51.6596721511452
Low income,LIC,2021.0,51.2927084222219
Sri Lanka,LKA,2021.0,31.329
Lower middle income,LMC,2021.0,37.5553474049098
Low & middle income,LMY,2021.0,46.3355725822712
Lesotho,LSO,2021.0,48.252
Late-demographic dividend,LTE,2021.0,58.1622540326634
Lithuania,LTU,2021.0,57.369
Luxembourg,LUX,2021.0,56.929
Latvia,LVA,2021.0,54.167
"Macao SAR, China",MAC,2021.0,64.072
Morocco,MAR,2021.0,20.697
Moldova,MDA,2021.0,70.665
Madagascar,MDG,2021.0,82.807
Maldives,MDV,2021.0,37.995
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2021.0,19.5883594650344
Mexico,MEX,2021.0,44.615
Middle income,MIC,2021.0,45.9463482491274
North Macedonia,MKD,2021.0,40.931
Mali,MLI,2021.0,52.981
Malta,MLT,2021.0,52.216
Myanmar,MMR,2021.0,41.042
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2021.0,17.7364285995514
Montenegro,MNE,2021.0,41.433
Mongolia,MNG,2021.0,53.158
Mozambique,MOZ,2021.0,76.785
Mauritania,MRT,2021.0,26.069
Mauritius,MUS,2021.0,40.56
Malawi,MWI,2021.0,58.786
Malaysia,MYS,2021.0,51.371
North America,NAC,2021.0,56.1680354650022
Namibia,NAM,2021.0,53.111
New Caledonia,NCL,2021.0,52.953
Niger,NER,2021.0,67.799
Nigeria,NGA,2021.0,75.893
Nicaragua,NIC,2021.0,49.078
Netherlands,NLD,2021.0,61.894
Norway,NOR,2021.0,62.182
Nepal,NPL,2021.0,27.256
New Zealand,NZL,2021.0,65.596
OECD members,OED,2021.0,51.9819303117393
Oman,OMN,2021.0,29.564
Other small states,OSS,2021.0,49.3857960198844
Pakistan,PAK,2021.0,24.365
Panama,PAN,2021.0,48.894
Peru,PER,2021.0,64.845
Philippines,PHL,2021.0,44.203
Papua New Guinea,PNG,2021.0,50.567
Poland,POL,2021.0,50.969
Pre-demographic dividend,PRE,2021.0,59.8792763531129
Puerto Rico (US),PRI,2021.0,35.6
"Korea, Dem. People's Rep.",PRK,2021.0,76.483
Portugal,PRT,2021.0,52.886
Paraguay,PRY,2021.0,59.85
West Bank and Gaza,PSE,2021.0,17.545
Pacific island small states,PSS,2021.0,52.6959029087015
Post-demographic dividend,PST,2021.0,53.8639869374671
French Polynesia,PYF,2021.0,48.267
Qatar,QAT,2021.0,60.582
Romania,ROU,2021.0,42.751
Russian Federation,RUS,2021.0,55.132
Rwanda,RWA,2021.0,52.58
South Asia,SAS,2021.0,29.2936701917322
Saudi Arabia,SAU,2021.0,34.218
Sudan,SDN,2021.0,15.807
Senegal,SEN,2021.0,37.707
Singapore,SGP,2021.0,64.409
Solomon Islands,SLB,2021.0,82.26
Sierra Leone,SLE,2021.0,51.472
El Salvador,SLV,2021.0,45.217
"Somalia, Fed. Rep.",SOM,2021.0,20.933
Serbia,SRB,2021.0,49.002
Sub-Saharan Africa (excluding high income),SSA,2021.0,62.1377095962314
South Sudan,SSD,2021.0,71.344
Sub-Saharan Africa,SSF,2021.0,61.6602889856901
Small states,SST,2021.0,49.8367135542283
Sao Tome and Principe,STP,2021.0,22.936
Suriname,SUR,2021.0,43.581
Slovak Republic,SVK,2021.0,54.62
Slovenia,SVN,2021.0,53.467
Sweden,SWE,2021.0,60.704
Eswatini,SWZ,2021.0,46.901
Syrian Arab Republic,SYR,2021.0,12.824
Chad,TCD,2021.0,48.119
East Asia & Pacific (IDA & IBRD countries),TEA,2021.0,58.9332051812537
Europe & Central Asia (IDA & IBRD countries),TEC,2021.0,47.8884648573847
Togo,TGO,2021.0,55.664
Thailand,THA,2021.0,59.18
Tajikistan,TJK,2021.0,20.592
Turkmenistan,TKM,2021.0,37.839
Latin America & the Caribbean (IDA & IBRD countries),TLA,2021.0,50.5840329987644
Timor-Leste,TLS,2021.0,61.212
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2021.0,17.7377104892209
Tonga,TON,2021.0,42.596
South Asia (IDA & IBRD),TSA,2021.0,29.2936701917322
Sub-Saharan Africa (IDA & IBRD countries),TSS,2021.0,61.6602889856901
Trinidad and Tobago,TTO,2021.0,48.879
Tunisia,TUN,2021.0,26.698
Turkiye,TUR,2021.0,32.774
Tanzania,TZA,2021.0,80.425
Uganda,UGA,2021.0,74.672
Ukraine,UKR,2021.0,47.738
Upper middle income,UMC,2021.0,53.7510917124534
Uruguay,URY,2021.0,56.034
United States,USA,2021.0,55.632
Uzbekistan,UZB,2021.0,39.587
St. Vincent and the Grenadines,VCT,2021.0,56.463
"Venezuela, RB",VEN,2021.0,37.368
Virgin Islands (U.S.),VIR,2021.0,51.8
Viet Nam,VNM,2021.0,69.107
Vanuatu,VUT,2021.0,54.624
World,WLD,2021.0,47.8921671536065
Samoa,WSM,2021.0,33.491
"Yemen, Rep.",YEM,2021.0,4.875
South Africa,ZAF,2021.0,45.413
Zambia,ZMB,2021.0,54.123
Zimbabwe,ZWE,2021.0,60.12
Africa Eastern and Southern,AFE,2022.0,59.8313046841424
Afghanistan,AFG,2022.0,5.159
Africa Western and Central,AFW,2022.0,65.6799234185922
Angola,AGO,2022.0,74.018
Albania,ALB,2022.0,56.407
Arab World,ARB,2022.0,17.8193689715312
United Arab Emirates,ARE,2022.0,53.057
Argentina,ARG,2022.0,51.868
Armenia,ARM,2022.0,50.24
Australia,AUS,2022.0,62.524
Austria,AUT,2022.0,55.688
Azerbaijan,AZE,2022.0,62.165
Burundi,BDI,2022.0,80.249
Belgium,BEL,2022.0,50.029
Benin,BEN,2022.0,74.633
Burkina Faso,BFA,2022.0,65.403
Bangladesh,BGD,2022.0,43.687
Bulgaria,BGR,2022.0,50.802
Bahrain,BHR,2022.0,42.205
"Bahamas, The",BHS,2022.0,70.887
Bosnia and Herzegovina,BIH,2022.0,38.537
Belarus,BLR,2022.0,57.892
Belize,BLZ,2022.0,43.563
Bolivia,BOL,2022.0,71.715
Brazil,BRA,2022.0,53.864
Barbados,BRB,2022.0,61.109
Brunei Darussalam,BRN,2022.0,53.7
Bhutan,BTN,2022.0,52.51
Botswana,BWA,2022.0,59.93
Central African Republic,CAF,2022.0,65.525
Canada,CAN,2022.0,61.049
Central Europe and the Baltics,CEB,2022.0,50.6275960473224
Switzerland,CHE,2022.0,61.931
Channel Islands,CHI,2022.0,50.891
Chile,CHL,2022.0,50.025
China,CHN,2022.0,60.097
Cote d'Ivoire,CIV,2022.0,59.059
Cameroon,CMR,2022.0,57.098
"Congo, Dem. Rep.",COD,2022.0,61.434
"Congo, Rep.",COG,2022.0,65.72
Colombia,COL,2022.0,50.922
Comoros,COM,2022.0,47.033
Cabo Verde,CPV,2022.0,49.927
Costa Rica,CRI,2022.0,50.283
Caribbean small states,CSS,2022.0,51.431664446526
Cuba,CUB,2022.0,41.921
Cyprus,CYP,2022.0,61.219
Czechia,CZE,2022.0,52.191
Germany,DEU,2022.0,55.538
Djibouti,DJI,2022.0,18.678
Denmark,DNK,2022.0,59.551
Dominican Republic,DOM,2022.0,50.478
Algeria,DZA,2022.0,14.331
East Asia & Pacific (excluding high income),EAP,2022.0,58.8626535061629
Early-demographic dividend,EAR,2022.0,35.8064016592473
East Asia & Pacific,EAS,2022.0,58.4578606544759
Europe & Central Asia (excluding high income),ECA,2022.0,43.3115733807368
Europe & Central Asia,ECS,2022.0,51.0950096408625
Ecuador,ECU,2022.0,54.244
"Egypt, Arab Rep.",EGY,2022.0,15.233
Euro area,EMU,2022.0,51.577774652787
Eritrea,ERI,2022.0,72.851
Spain,ESP,2022.0,52.281
Estonia,EST,2022.0,60.138
Ethiopia,ETH,2022.0,58.001
European Union,EUU,2022.0,51.5700843231279
Fragile and conflict affected situations,FCS,2022.0,50.9610308640736
Finland,FIN,2022.0,57.267
Fiji,FJI,2022.0,38.205
France,FRA,2022.0,51.862
Gabon,GAB,2022.0,41.904
United Kingdom,GBR,2022.0,57.703
Georgia,GEO,2022.0,55.755
Ghana,GHA,2022.0,55.507
Guinea,GIN,2022.0,42.529
"Gambia, The",GMB,2022.0,45.13
Guinea-Bissau,GNB,2022.0,59.972
Equatorial Guinea,GNQ,2022.0,53.526
Greece,GRC,2022.0,44.413
Guatemala,GTM,2022.0,40.502
Guam,GUM,2022.0,56.289
Guyana,GUY,2022.0,45.133
High income,HIC,2022.0,54.0820453811557
"Hong Kong SAR, China",HKG,2022.0,52.789
Honduras,HND,2022.0,43.606
Heavily indebted poor countries (HIPC),HPC,2022.0,56.7814369351425
Croatia,HRV,2022.0,46.975
Haiti,HTI,2022.0,59.948
Hungary,HUN,2022.0,53.057
IBRD only,IBD,2022.0,46.1270299234155
IDA & IBRD total,IBT,2022.0,47.032760258808
IDA total,IDA,2022.0,49.981927273122
IDA blend,IDB,2022.0,50.5062126854949
Indonesia,IDN,2022.0,52.562
IDA only,IDX,2022.0,49.7107785796684
India,IND,2022.0,29.348
Ireland,IRL,2022.0,59.114
"Iran, Islamic Rep.",IRN,2022.0,13.469
Iraq,IRQ,2022.0,11.183
Iceland,ISL,2022.0,70.57
Israel,ISR,2022.0,61.109
Italy,ITA,2022.0,40.517
Jamaica,JAM,2022.0,60.803
Jordan,JOR,2022.0,13.922
Japan,JPN,2022.0,54.173
Kazakhstan,KAZ,2022.0,64.743
Kenya,KEN,2022.0,62.832
Kyrgyz Republic,KGZ,2022.0,45.238
Cambodia,KHM,2022.0,77.173
"Korea, Rep.",KOR,2022.0,55.03
Kuwait,KWT,2022.0,49.616
Latin America & Caribbean (excluding high income),LAC,2022.0,52.010624115289
Lao PDR,LAO,2022.0,61.37
Lebanon,LBN,2022.0,22.339
Liberia,LBR,2022.0,71.919
Libya,LBY,2022.0,33.631
St. Lucia,LCA,2022.0,62.68
Latin America & Caribbean,LCN,2022.0,51.1771614349537
Least developed countries: UN classification,LDC,2022.0,51.8855071807912
Low income,LIC,2022.0,50.9599408186535
Sri Lanka,LKA,2022.0,31.605
Lower middle income,LMC,2022.0,38.8059351019105
Low & middle income,LMY,2022.0,46.7434940029049
Lesotho,LSO,2022.0,48.441
Late-demographic dividend,LTE,2022.0,57.7638224294629
Lithuania,LTU,2022.0,58.035
Luxembourg,LUX,2022.0,56.998
Latvia,LVA,2022.0,55.299
"Macao SAR, China",MAC,2022.0,60.026
Morocco,MAR,2022.0,19.584
Moldova,MDA,2022.0,71.543
Madagascar,MDG,2022.0,82.83
Maldives,MDV,2022.0,40.171
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2022.0,19.2038883925233
Mexico,MEX,2022.0,46.004
Middle income,MIC,2022.0,46.403173081165
North Macedonia,MKD,2022.0,42.206
Mali,MLI,2022.0,53.009
Malta,MLT,2022.0,55.307
Myanmar,MMR,2022.0,41.071
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2022.0,17.2068372743102
Montenegro,MNE,2022.0,48.489
Mongolia,MNG,2022.0,54.629
Mozambique,MOZ,2022.0,77.198
Mauritania,MRT,2022.0,26.05
Mauritius,MUS,2022.0,42.521
Malawi,MWI,2022.0,58.75
Malaysia,MYS,2022.0,51.597
North America,NAC,2022.0,56.5724967949275
Namibia,NAM,2022.0,54.735
New Caledonia,NCL,2022.0,52.586
Niger,NER,2022.0,72.608
Nigeria,NGA,2022.0,76.927
Nicaragua,NIC,2022.0,50.144
Netherlands,NLD,2022.0,62.565
Norway,NOR,2022.0,62.358
Nepal,NPL,2022.0,27.24
New Zealand,NZL,2022.0,66.366
OECD members,OED,2022.0,52.661545996583
Oman,OMN,2022.0,30.795
Other small states,OSS,2022.0,50.1309929885938
Pakistan,PAK,2022.0,24.027
Panama,PAN,2022.0,52.137
Peru,PER,2022.0,66.725
Philippines,PHL,2022.0,50.38
Papua New Guinea,PNG,2022.0,50.645
Poland,POL,2022.0,51.594
Pre-demographic dividend,PRE,2022.0,59.9165601365719
Puerto Rico (US),PRI,2022.0,35.916
"Korea, Dem. People's Rep.",PRK,2022.0,77.693
Portugal,PRT,2022.0,53.799
Paraguay,PRY,2022.0,58.986
West Bank and Gaza,PSE,2022.0,18.934
Pacific island small states,PSS,2022.0,53.3098636591013
Post-demographic dividend,PST,2022.0,54.6159819761274
French Polynesia,PYF,2022.0,47.85
Qatar,QAT,2022.0,63.54
Romania,ROU,2022.0,43.223
Russian Federation,RUS,2022.0,55.3
Rwanda,RWA,2022.0,54.695
South Asia,SAS,2022.0,30.8503437167079
Saudi Arabia,SAU,2022.0,34.098
Sudan,SDN,2022.0,14.452
Senegal,SEN,2022.0,37.706
Singapore,SGP,2022.0,62.921
Solomon Islands,SLB,2022.0,82.309
Sierra Leone,SLE,2022.0,51.605
El Salvador,SLV,2022.0,46.028
"Somalia, Fed. Rep.",SOM,2022.0,20.666
Serbia,SRB,2022.0,50.142
Sub-Saharan Africa (excluding high income),SSA,2022.0,62.6144798335407
South Sudan,SSD,2022.0,70.628
Sub-Saharan Africa,SSF,2022.0,62.1326606535539
Small states,SST,2022.0,50.7777878782061
Sao Tome and Principe,STP,2022.0,23.014
Suriname,SUR,2022.0,43.957
Slovak Republic,SVK,2022.0,55.692
Slovenia,SVN,2022.0,53.875
Sweden,SWE,2022.0,61.05
Eswatini,SWZ,2022.0,47.227
Syrian Arab Republic,SYR,2022.0,13.02
Chad,TCD,2022.0,47.933
East Asia & Pacific (IDA & IBRD countries),TEA,2022.0,58.6193724805824
Europe & Central Asia (IDA & IBRD countries),TEC,2022.0,48.7064271200428
Togo,TGO,2022.0,56.238
Thailand,THA,2022.0,59.576
Tajikistan,TJK,2022.0,21.395
Turkmenistan,TKM,2022.0,38.385
Latin America & the Caribbean (IDA & IBRD countries),TLA,2022.0,51.4313365004695
Timor-Leste,TLS,2022.0,61.166
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2022.0,17.1951837122223
Tonga,TON,2022.0,42.617
South Asia (IDA & IBRD),TSA,2022.0,30.8503437167079
Sub-Saharan Africa (IDA & IBRD countries),TSS,2022.0,62.1326606535539
Trinidad and Tobago,TTO,2022.0,50.02
Tunisia,TUN,2022.0,27.519
Turkiye,TUR,2022.0,35.018
Tanzania,TZA,2022.0,80.273
Uganda,UGA,2022.0,75.364
Upper middle income,UMC,2022.0,53.665795173469
Uruguay,URY,2022.0,55.656
United States,USA,2022.0,56.029
Uzbekistan,UZB,2022.0,41.1
St. Vincent and the Grenadines,VCT,2022.0,57.595
"Venezuela, RB",VEN,2022.0,35.32
Virgin Islands (U.S.),VIR,2022.0,52.915
Viet Nam,VNM,2022.0,69.878
Vanuatu,VUT,2022.0,53.631
World,WLD,2022.0,48.3162129639077
Samoa,WSM,2022.0,31.149
"Yemen, Rep.",YEM,2022.0,4.801
South Africa,ZAF,2022.0,47.118
Zambia,ZMB,2022.0,53.968
Zimbabwe,ZWE,2022.0,59.769
Africa Eastern and Southern,AFE,2023.0,63.5925984344771
Afghanistan,AFG,2023.0,5.145
Africa Western and Central,AFW,2023.0,67.3351238627599
Angola,AGO,2023.0,72.318
Albania,ALB,2023.0,57.963
Arab World,ARB,2023.0,19.0969986727696
United Arab Emirates,ARE,2023.0,52.347
Argentina,ARG,2023.0,52.958
Armenia,ARM,2023.0,51.517
Australia,AUS,2023.0,62.576
Austria,AUT,2023.0,55.812
Azerbaijan,AZE,2023.0,61.748
Burundi,BDI,2023.0,79.98
Belgium,BEL,2023.0,49.834
Benin,BEN,2023.0,74.802
Burkina Faso,BFA,2023.0,64.722
Bangladesh,BGD,2023.0,41.874
Bulgaria,BGR,2023.0,51.029
Bahrain,BHR,2023.0,42.382
"Bahamas, The",BHS,2023.0,71.014
Bosnia and Herzegovina,BIH,2023.0,39.533
Belarus,BLR,2023.0,57.417
Belize,BLZ,2023.0,44.076
Bolivia,BOL,2023.0,72.455
Brazil,BRA,2023.0,53.205
Barbados,BRB,2023.0,61.146
Brunei Darussalam,BRN,2023.0,54.827
Bhutan,BTN,2023.0,56.618
Botswana,BWA,2023.0,63.426
Central African Republic,CAF,2023.0,65.608
Canada,CAN,2023.0,61.134
Central Europe and the Baltics,CEB,2023.0,50.8777791701492
Switzerland,CHE,2023.0,62.375
Channel Islands,CHI,2023.0,50.001
Chile,CHL,2023.0,51.963
China,CHN,2023.0,60.216
Cote d'Ivoire,CIV,2023.0,59.258
Cameroon,CMR,2023.0,57.095
"Congo, Dem. Rep.",COD,2023.0,61.719
"Congo, Rep.",COG,2023.0,65.642
Colombia,COL,2023.0,51.833
Comoros,COM,2023.0,47.058
Cabo Verde,CPV,2023.0,50.216
Costa Rica,CRI,2023.0,44.088
Caribbean small states,CSS,2023.0,51.7796158767382
Cuba,CUB,2023.0,41.159
Cyprus,CYP,2023.0,62.495
Czechia,CZE,2023.0,53.241
Germany,DEU,2023.0,55.821
Djibouti,DJI,2023.0,18.936
Denmark,DNK,2023.0,59.812
Dominican Republic,DOM,2023.0,52.482
Algeria,DZA,2023.0,14.338
East Asia & Pacific (excluding high income),EAP,2023.0,59.0423926545231
Early-demographic dividend,EAR,2023.0,36.7409246203878
East Asia & Pacific,EAS,2023.0,58.6880975430552
Europe & Central Asia (excluding high income),ECA,2023.0,43.6481859396916
Europe & Central Asia,ECS,2023.0,51.3615047823943
Ecuador,ECU,2023.0,52.521
"Egypt, Arab Rep.",EGY,2023.0,18.478
Euro area,EMU,2023.0,51.9938483418266
Eritrea,ERI,2023.0,72.862
Spain,ESP,2023.0,52.773
Estonia,EST,2023.0,61.049
Ethiopia,ETH,2023.0,58.141
European Union,EUU,2023.0,51.9690117680907
Fragile and conflict affected situations,FCS,2023.0,53.9892253878653
Finland,FIN,2023.0,57.489
Fiji,FJI,2023.0,38.419
France,FRA,2023.0,52.108
Gabon,GAB,2023.0,41.876
United Kingdom,GBR,2023.0,57.38
Georgia,GEO,2023.0,56.251
Ghana,GHA,2023.0,55.53
Guinea,GIN,2023.0,42.739
"Gambia, The",GMB,2023.0,45.242
Guinea-Bissau,GNB,2023.0,60.084
Equatorial Guinea,GNQ,2023.0,53.265
Greece,GRC,2023.0,44.646
Guatemala,GTM,2023.0,38.14
Guam,GUM,2023.0,56.391
Guyana,GUY,2023.0,46.479
High income,HIC,2023.0,54.4534633166588
"Hong Kong SAR, China",HKG,2023.0,52.27
Honduras,HND,2023.0,39.364
Heavily indebted poor countries (HIPC),HPC,2023.0,59.4711647701372
Croatia,HRV,2023.0,47.139
Haiti,HTI,2023.0,59.351
Hungary,HUN,2023.0,53.995
IBRD only,IBD,2023.0,46.7372405410177
IDA & IBRD total,IBT,2023.0,47.7868716314639
IDA total,IDA,2023.0,51.2394015873235
IDA blend,IDB,2023.0,51.8784848291345
Indonesia,IDN,2023.0,53.487
IDA only,IDX,2023.0,50.8960159579517
India,IND,2023.0,30.984
Ireland,IRL,2023.0,60.155
"Iran, Islamic Rep.",IRN,2023.0,14.128
Iraq,IRQ,2023.0,10.913
Iceland,ISL,2023.0,70.368
Israel,ISR,2023.0,61.338
Italy,ITA,2023.0,41.312
Jamaica,JAM,2023.0,63.047
Jordan,JOR,2023.0,15.933
Japan,JPN,2023.0,54.847
